id,File Name,URL,Player Name,Make,Model,Copyright,Photographer,DateTimeOriginal,Date,TimeOfDay,NoOfFaces,Focus,Shot Type,event_type,mood,action,caption,apparel,brands_and_logos,sublocation,Location
127,JSB07280.jpg,https://drive.google.com/file/d/19LwHJhBotxUA_qWM90JHzUsXIrUqG2vJ/view?usp=drivesdk,STEPHEN FLEMING,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 16:04,2025/02/04,Evening,3,Group,Close shot,Practice,Casual,Sitting,"A pensive cricket coach, in team attire, sits on steps, holding a glove, during a break in play.  His expression is serious and thoughtful.",Official Match Jersey,"{Mahindra, Nike, Rawlings}",Stadium,
128,JSB07275.jpg,https://drive.google.com/file/d/1_Lz423ugp0HMO9eeuwfUlzXbhr-hJglI/view?usp=drivesdk,STEPHEN FLEMING,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 16:02,2025/02/04,Evening,1,Solo,Wide shot,Practice,Casual,Walking,"A cricket coach, clad in green team attire, walks purposefully, a glove in hand, during a Practice session at a SA20 tournament.",Practice Jersey,"{Betway, Mahindra, Blu Voucher, Rawlings, Nike, Vodacom}",Practice Nets,
129,JSB07265.jpg,https://drive.google.com/file/d/1o_lmzpIRCcoLefhfCk0P2UwWms6zIRNT/view?usp=drivesdk,ERIC SIMONS,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:59,2025/02/04,Afternoon,1,Solo,Close shot,Practice,Casual,Catching,"A cricket player in bright green uniform catches a ball, his focused expression evident during a match at a Stadium.",Protective Gear,"{Rawlings, Reebok, Blu Voucher}",Stadium,
130,JSB07273.jpg,https://drive.google.com/file/d/1Dl6A7JqICNft20m11lFo-qxUJqh9x0VA/view?usp=drivesdk,WIHAN LUBBE,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 16:01,2025/02/04,Evening,1,Solo,Wide shot,Practice,Casual,Resting,"A cricketer in green, holding his bat and pads, stands pensively on the cricket pitch, awaiting his turn.  The background shows a lush green Field.",Practice Jersey,"{Mahindra, GM, PEPSI}",Field,
131,JSB07243.jpg,https://drive.google.com/file/d/1vu3pDFSZUYrs4Qhzsr2bxIFn9mpNvdC7/view?usp=drivesdk,TSHEPO MOREKI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:58,2025/02/04,Afternoon,0,unknown,Close shot,Practice,Casual,Bowling,A cricket bowler in a green jersey delivers a ball during a sunny Practice session.  His focused expression and dynamic pose highlight the intensity of the game.,Practice Jersey,"{Mahindra, Betway, Adidas}",Practice Nets,
132,JSB07235.jpg,https://drive.google.com/file/d/1336UHXJK1VZ2kf8POHAlihCFGn1L-bsv/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:56,2025/02/04,Afternoon,2,Group,Wide shot,Practice,Casual,Bowling,"A cricket bowler in mid-air, delivering a ball during a SA20 League match.  His focused expression shows intense concentration.",Practice Jersey,"{Adidas, Betway}",Field,
133,JSB07201.jpg,https://drive.google.com/file/d/1o9kMaqNsaq8Wt4DtcYA6BUmW895QVo8O/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:54,2025/02/04,Afternoon,0,unknown,Wide shot,Practice,Casual,Bowling,A cricket bowler in a green jersey delivers the ball during a sunny outdoor match.  His focused expression shows his concentration.,Practice Jersey,"{Betway, Adidas}",Field,
134,JSB07164.jpg,https://drive.google.com/file/d/1aQLHER1VEFWVC95snoSS46A1ciNAXZVI/view?usp=drivesdk,TSHEPO MOREKI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:48,2025/02/04,Afternoon,2,Group,Wide shot,Practice,Casual,Bowling,"A cricketer in mid-air, delivering a ball during a Practice session.  His focused expression and dynamic pose highlight the intensity of the game.",Practice Jersey,"{Adidas, Blu Voucher, Rippon}",Practice Nets,
135,JSB07178.jpg,https://drive.google.com/file/d/1jAxTyN_adiRVrKQ-dmoHvjk-aPkg9O-S/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:51,2025/02/04,Afternoon,0,unknown,Wide shot,Practice,Casual,Bowling,"A cricket bowler leaps, arm extended, delivering a ball during a sunny SA20 League match.  His focused expression shows intense concentration.",Practice Jersey,"{Adidas, Betway}",Field,
136,JSB07158.jpg,https://drive.google.com/file/d/13ODVlGapNhxK1PMo0DAwBWsWQ2DGEZFU/view?usp=drivesdk,TSHEPO MOREKI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:48,2025/02/04,Afternoon,2,Group,Wide shot,Practice,Casual,Bowling,"A male cricketer in a green uniform bowls, his face focused, during a SA20 cricket match in South Africa.  The wickets are visible in the foreground.",Practice Jersey,"{Mahindra, adidas}",Stadium,
137,JSB07127.jpg,https://drive.google.com/file/d/1lw3XrCGO5t_spdqQ804-_Pi2jmFUDm-S/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:46,2025/02/04,Afternoon,1,Solo,Close shot,Match,Casual,Bowling,"A young cricketer in a green uniform, dives low to field the ball during a match.  His focused expression shows intense concentration.",Official Match Jersey,"{Adidas, peac}",Stadium,
138,JSB07134.jpg,https://drive.google.com/file/d/1mRYECLvYv8okeXmkyaYs6cx2HQ08RChX/view?usp=drivesdk,TSHEPO MOREKI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:46,2025/02/04,Afternoon,1,Solo,Wide shot,Practice,Casual,Bowling,A Chennai Super Kings player Practices his Bowling during a Training session at a cricket ground.  The player's focused expression and the trajectory of the ball highlight his concentration.,Practice Jersey,"{Mahindra, Adidas}",Field,
139,JSB07105.jpg,https://drive.google.com/file/d/19MZm38fDaJ9brjGFgSe6nv8YtmePoaw5/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:44,2025/02/04,Afternoon,1,Solo,Close shot,Practice,Casual,Bowling,"A cricket bowler in a green jersey, focused and mid-delivery, prepares to bowl during a sunny outdoor match.  His expression is intense.",Official Match Jersey,"{Mahindra, Adidas}",Field,
140,JSB07120.jpg,https://drive.google.com/file/d/1rnhn4uq5JWlKagAFV2CXs_jW3NpUOrS3/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:46,2025/02/04,Afternoon,1,Solo,Wide shot,Practice,Casual,Bowling,"A Chennai Super Kings player runs towards the wickets during a Practice session, focused and determined.  The bright green jersey stands out against the green field.",Practice Jersey,"{Mahindra, Adidas, Blu Voucher, Tech Mahindra}",Practice Nets,
141,JSB07102.jpg,https://drive.google.com/file/d/1K1mxOL0_F58UrefdzYLoG37ULlHDXNfi/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:44,2025/02/04,Afternoon,1,Solo,Wide shot,Practice,Casual,Bowling,"A cricket bowler in mid-air, delivering the ball with a focused expression during a sunny outdoor match.  His green uniform is visible.",Practice Jersey,{Adidas},Field,
142,JSB07101.jpg,https://drive.google.com/file/d/17ehia0MrDSpGgk0yI2RWtyRhh0L1Kpet/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:44,2025/02/04,Afternoon,2,Group,Wide shot,Practice,Casual,Bowling,"A cricket bowler in a green jersey leaps, ball in hand, aiming for the wickets during a match.  His focused expression shows intense concentration.",Practice Jersey,"{Adidas, Blu Voucher}",Stadium,
143,JSB07084.jpg,https://drive.google.com/file/d/1ubbH3aFBjbuh3okB7yuxEU8xDLueddhi/view?usp=drivesdk,TSHEPO MOREKI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:43,2025/02/04,Afternoon,1,Solo,Wide shot,Practice,Casual,Bowling,"A cricket bowler, mid-delivery, focuses intently on the wickets.  His intense expression and dynamic pose highlight the action of the game.",Practice Jersey,{Adidas},Stadium,
144,JSB07080.jpg,https://drive.google.com/file/d/1X5BFCZjr2hTPIFA6RUW3Vk20RYg-1ZdD/view?usp=drivesdk,TSHEPO MOREKI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:43,2025/02/04,Afternoon,2,Group,Wide shot,Practice,Casual,Bowling,"A cricket bowler in a green jersey delivers a ball during a Practice session, his focused expression evident.  The wickets are visible in the foreground.",Practice Jersey,"{Adidas, Whistle}",Practice Nets,
145,JSB07079.jpg,https://drive.google.com/file/d/1m_cm4985EMa3QqlHLiXBfCo2MkvhrWMw/view?usp=drivesdk,TSHEPO MOREKI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:43,2025/02/04,Afternoon,1,Solo,Wide shot,Practice,Casual,Bowling,"A South African cricketer leaps, delivering a ball during a sunny Training session.  His focused expression shows intense concentration.",Practice Jersey,"{Blu Voucher, Trip Pons, WHIS}",Practice Nets,
146,JSB07065.jpg,https://drive.google.com/file/d/1fISw9NM_z5pRgoaFCPtxkQb2Nr_NpSVu/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:42,2025/02/04,Afternoon,1,Solo,Wide shot,Practice,Casual,Bowling,A cricket bowler in green delivers the ball during a SA20 League match.  His focused expression and athletic stance are evident.,Practice Jersey,"{Adidas, Shiner}",Practice Nets,
147,JSB07057.jpg,https://drive.google.com/file/d/1S042BUVCe3oBWf9vQylLmm0HaM5_rynF/view?usp=drivesdk,UNKNOWN,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:39,2025/02/04,Afternoon,2,Group,Wide shot,Promotional Event,Casual,Batting,"A cricketer in vibrant green and yellow uniform powerfully hits a ball during a match, his focused expression evident. The backdrop features a large ""Sport"" logo.",Protective Gear,"{Super King, Betway, Moonware}",Practice Nets,
148,JSB07054.jpg,https://drive.google.com/file/d/1KkrmeG_MhyCWqomTsnDJG_uIT5gvUQuJ/view?usp=drivesdk,STEPHEN FLEMING,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:39,2025/02/04,Afternoon,1,Solo,Close shot,Practice,Casual,Posing,"Stephen Fleming, coach of the Johannesburg Super Kings, looks thoughtfully during a Practice session.  His green team jersey and McDonald's-branded cap are visible.",Practice Jersey,"{Mahindra, McDonald's, Joburg Super Kings, Rawlings}",Practice Nets,
149,JSB07048.jpg,https://drive.google.com/file/d/1RZDIYQEeA0hu5Ss-p5h3fbfyycxPTrvf/view?usp=drivesdk,SIBONELO MAKHANYA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:38,2025/02/04,Afternoon,1,Solo,Wide shot,Practice,Casual,Batting,"A cricketer, in Chennai Super Kings gear, intensely focuses as he executes a powerful shot during a SA20 match Practice session.",Protective Gear,"{Joburg Super Kings, iXU, NEXUS, Moonwalk, Betway, SA20}",Practice Nets,
150,JSB07042.jpg,https://drive.google.com/file/d/1FI9kLIz-J2wyWn1Vv7Gk4ICES7WB52Hf/view?usp=drivesdk,STEPHEN FLEMING,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:33,2025/02/04,Afternoon,3,Group,Close shot,Practice,Casual,Bowling,"A cricket coach Practices his throw during a Training session, his focused expression reflecting his dedication to the game.",Practice Jersey,"{Nike, betway, Gray-Nicolls}",Practice Nets,
151,JSB07028.jpg,https://drive.google.com/file/d/1m1A4nVT9W9cpEpRVriEgt_8kyooVW83k/view?usp=drivesdk,JP KING,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:31,2025/02/04,Afternoon,2,Group,Wide shot,Practice,Casual,Training,A cricket coach demonstrates a catching technique to a player during a sunny SA20 Training session.  The Betway logo is visible in the background.,Practice Jersey,"{Betway, FedEx, Adidas, GM}",Practice Nets,
152,JSB07018.jpg,https://drive.google.com/file/d/1UvyPD_t6S7a8U0DaXfG1x47qhqnMToFd/view?usp=drivesdk,LUTHO SIPAMLA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:25,2025/02/04,Afternoon,3,Group,Wide shot,Practice,Casual,Walking,"Two cricket players in green uniforms stroll across a sunny, grassy Field during Practice, their expressions relaxed.",Practice Jersey,"{Betway, Adidas, Rain, Momentum}",Field,
153,JSB07014.jpg,https://drive.google.com/file/d/1MdLM6W1ys2SQVaOmMWcTvPNS92gCwcG7/view?usp=drivesdk,FAF DU PLESSIS,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:24,2025/02/04,Afternoon,2,Group,Close shot,Practice,Casual,Walking,"A cricketer in a green jersey and yellow cap walks across the Field, holding his gloves, during a Practice session.  His expression is serious and focused.",Practice Jersey,"{Mahindra, Puma, McDonald's}",Field,
154,JSB07036.jpg,https://drive.google.com/file/d/1RIgJ1sCjGU0tMv1SCll5XBiv9gKxoZe6/view?usp=drivesdk,UNKNOWN,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:32,2025/02/04,Afternoon,1,Solo,Wide shot,Practice,Casual,Batting,"A cricketer in yellow pads and green jersey powerfully drives a ball, focused on the game during a match.  The background shows a vibrant branded backdrop.",Protective Gear,"{Super Kings, FedEx, Puma, SS, Nexus}",Practice Nets,
155,JSB07024.jpg,https://drive.google.com/file/d/1ObWnzhM9j3o-eDkFkyUlQH3iG-1yI_0h/view?usp=drivesdk,UNKNOWN,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/02/04 15:30,2025/02/04,Afternoon,2,Group,Wide shot,Practice,Casual,Wicketkeeping,A cricketer in bright yellow pads and green jersey intently defends a delivery during a tense moment in a SA20 match.  The focus is on the player's focused expression and precise stance.,Protective Gear,"{Super Kings, Mahindra, Betway, Forma, X}",Practice Nets,
156,JSA01482.jpg,https://drive.google.com/file/d/1gUa8kYc9V2XmNGQ-irlbEZCA7p1k0rrW/view?usp=drivesdk,WIHAN LUBBE,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:41,2025/01/08,Night,10,Group,Wide shot,Promotional Event,Celebratory,Posing,Kaizer Chiefs players proudly display their new jerseys at a Celebratory event marking the club's 55th anniversary.,Official Match Jersey,"FedEx, Kappa, Vodacom",Stadium,
157,JSA01482.jpg,https://drive.google.com/file/d/1gUa8kYc9V2XmNGQ-irlbEZCA7p1k0rrW/view?usp=drivesdk,JP KING,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:41,2025/01/08,Night,10,Group,Wide shot,Promotional Event,Celebratory,Posing,Kaizer Chiefs players proudly display their new jerseys at a Celebratory event marking the club's 55th anniversary.,Official Match Jersey,"FedEx, Kappa, Vodacom",Stadium,
158,JSA01482.jpg,https://drive.google.com/file/d/1gUa8kYc9V2XmNGQ-irlbEZCA7p1k0rrW/view?usp=drivesdk,DEVON CONWAY,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:41,2025/01/08,Night,10,Group,Wide shot,Promotional Event,Celebratory,Posing,Kaizer Chiefs players proudly display their new jerseys at a Celebratory event marking the club's 55th anniversary.,Official Match Jersey,"FedEx, Kappa, Vodacom",Stadium,
159,JSA01482.jpg,https://drive.google.com/file/d/1gUa8kYc9V2XmNGQ-irlbEZCA7p1k0rrW/view?usp=drivesdk,TABRAIZ SHAMSI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:41,2025/01/08,Night,10,Group,Wide shot,Promotional Event,Celebratory,Posing,Kaizer Chiefs players proudly display their new jerseys at a Celebratory event marking the club's 55th anniversary.,Official Match Jersey,"FedEx, Kappa, Vodacom",Stadium,
160,JSA01482.jpg,https://drive.google.com/file/d/1gUa8kYc9V2XmNGQ-irlbEZCA7p1k0rrW/view?usp=drivesdk,SIBONELO MAKHANYA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:41,2025/01/08,Night,10,Group,Wide shot,Promotional Event,Celebratory,Posing,Kaizer Chiefs players proudly display their new jerseys at a Celebratory event marking the club's 55th anniversary.,Official Match Jersey,"FedEx, Kappa, Vodacom",Stadium,
161,JSA01482.jpg,https://drive.google.com/file/d/1gUa8kYc9V2XmNGQ-irlbEZCA7p1k0rrW/view?usp=drivesdk,MOEEN ALI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:41,2025/01/08,Night,10,Group,Wide shot,Promotional Event,Celebratory,Posing,Kaizer Chiefs players proudly display their new jerseys at a Celebratory event marking the club's 55th anniversary.,Official Match Jersey,"FedEx, Kappa, Vodacom",Stadium,
162,JSA01482.jpg,https://drive.google.com/file/d/1gUa8kYc9V2XmNGQ-irlbEZCA7p1k0rrW/view?usp=drivesdk,HARDUS VILJOEN,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:41,2025/01/08,Night,10,Group,Wide shot,Promotional Event,Celebratory,Posing,Kaizer Chiefs players proudly display their new jerseys at a Celebratory event marking the club's 55th anniversary.,Official Match Jersey,"FedEx, Kappa, Vodacom",Stadium,
163,JSA01482.jpg,https://drive.google.com/file/d/1gUa8kYc9V2XmNGQ-irlbEZCA7p1k0rrW/view?usp=drivesdk,EVAN JONES,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:41,2025/01/08,Night,10,Group,Wide shot,Promotional Event,Celebratory,Posing,Kaizer Chiefs players proudly display their new jerseys at a Celebratory event marking the club's 55th anniversary.,Official Match Jersey,"FedEx, Kappa, Vodacom",Stadium,
164,JSA01472.jpg,https://drive.google.com/file/d/1M4HKOdlZAIx_CK_ha6sz7EC0PDWU1oiB/view?usp=drivesdk,JP KING,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:40,2025/01/08,Night,8,Group,Wide shot,Promotional Event,Celebratory,Posing,Eight Johannesburg Lions rugby players proudly display their new jerseys at a team event.  Smiles and anticipation abound.,Official Match Jersey,{Toyota},Hotel,
165,JSA01472.jpg,https://drive.google.com/file/d/1M4HKOdlZAIx_CK_ha6sz7EC0PDWU1oiB/view?usp=drivesdk,WIHAN LUBBE,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:40,2025/01/08,Night,8,Group,Wide shot,Promotional Event,Celebratory,Posing,Eight Johannesburg Lions rugby players proudly display their new jerseys at a team event.  Smiles and anticipation abound.,Official Match Jersey,{Toyota},Hotel,
166,JSA01472.jpg,https://drive.google.com/file/d/1M4HKOdlZAIx_CK_ha6sz7EC0PDWU1oiB/view?usp=drivesdk,DEVON CONWAY,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:40,2025/01/08,Night,8,Group,Wide shot,Promotional Event,Celebratory,Posing,Eight Johannesburg Lions rugby players proudly display their new jerseys at a team event.  Smiles and anticipation abound.,Official Match Jersey,{Toyota},Hotel,
167,JSA01472.jpg,https://drive.google.com/file/d/1M4HKOdlZAIx_CK_ha6sz7EC0PDWU1oiB/view?usp=drivesdk,TABRAIZ SHAMSI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:40,2025/01/08,Night,8,Group,Wide shot,Promotional Event,Celebratory,Posing,Eight Johannesburg Lions rugby players proudly display their new jerseys at a team event.  Smiles and anticipation abound.,Official Match Jersey,{Toyota},Hotel,
168,JSA01472.jpg,https://drive.google.com/file/d/1M4HKOdlZAIx_CK_ha6sz7EC0PDWU1oiB/view?usp=drivesdk,HARDUS VILJOEN,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:40,2025/01/08,Night,8,Group,Wide shot,Promotional Event,Celebratory,Posing,Eight Johannesburg Lions rugby players proudly display their new jerseys at a team event.  Smiles and anticipation abound.,Official Match Jersey,{Toyota},Hotel,
169,JSA01472.jpg,https://drive.google.com/file/d/1M4HKOdlZAIx_CK_ha6sz7EC0PDWU1oiB/view?usp=drivesdk,SIBONELO MAKHANYA,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:40,2025/01/08,Night,8,Group,Wide shot,Promotional Event,Celebratory,Posing,Eight Johannesburg Lions rugby players proudly display their new jerseys at a team event.  Smiles and anticipation abound.,Official Match Jersey,{Toyota},Hotel,
170,JSA01472.jpg,https://drive.google.com/file/d/1M4HKOdlZAIx_CK_ha6sz7EC0PDWU1oiB/view?usp=drivesdk,MOEEN ALI,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:40,2025/01/08,Night,8,Group,Wide shot,Promotional Event,Celebratory,Posing,Eight Johannesburg Lions rugby players proudly display their new jerseys at a team event.  Smiles and anticipation abound.,Official Match Jersey,{Toyota},Hotel,
171,JSA01472.jpg,https://drive.google.com/file/d/1M4HKOdlZAIx_CK_ha6sz7EC0PDWU1oiB/view?usp=drivesdk,EVAN JONES,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K,2025/01/08 20:40,2025/01/08,Night,8,Group,Wide shot,Promotional Event,Celebratory,Posing,Eight Johannesburg Lions rugby players proudly display their new jerseys at a team event.  Smiles and anticipation abound.,Official Match Jersey,{Toyota},Hotel,
